project_id,state,district,project_type,land_area_acres,affected_families,compensation_status,approval_delay_days,legal_disputes,possession_status,rehab_progress_pct,stakeholder_responsiveness_pct,historical_performance_score,documentation_status,notification_status,departments_involved,acquisition_stage,historical_delay_count,is_delayed,delay_days,latitude,longitude,geo_source,green_zone_status,green_zone_pct,forest_area_pct,tree_cover_pct,protected_area_distance_km,eco_sensitive_zone,wetland_present,waterbody_distance_m,environmental_clearance_required,environmental_clearance_status,tree_cutting_required,tree_compensation_required,elevation_m,slope_degree,distance_to_road_km,distance_to_highway_km,distance_to_railway_km,distance_to_city_km,terrain_type,land_use_type,agricultural_area_pct,residential_area_pct,commercial_area_pct,industrial_area_pct,land_conversion_required,land_conversion_status,landowners_count,displaced_families,vulnerable_households,livelihood_dependency_pct,consent_status,opposition_level,rehabilitation_required,resettlement_status,ownership_type,ownership_conflict,title_verification_status,title_defect_flag,encumbrance_status,inheritance_dispute,mutation_status,record_completeness_pct,boundary_dispute,court_case_status,required_clearances_count,clearances_obtained_count,public_hearing_status,authority_approval_status,gazette_notification_status,documentation_completeness_pct,estimated_land_value_lakh,estimated_compensation_lakh,compensation_paid_pct,compensation_dispute,market_value_variance_pct,additional_compensation_claim,electricity_infrastructure_present,water_infrastructure_present,utility_shift_required,utility_shift_status,distance_to_school_km,distance_to_hospital_km,distance_to_market_km,flood_risk,waterlogging_risk,erosion_risk,seismic_zone,soil_type,drainage_quality,risk_score_demo,risk_band_demo,data_status,provenance_note
LA-0566,Tamil Nadu,Chennai,Railway,11.9,9,Fully Paid,26,3,Full,80.2,,52.8,Complete,Completed,4,Rehabilitation,1,1,139,26.858333,75.803503,synthetic_demo_district_center,Green Zone,33.4,6.3,14.3,4.57,No,No,74.0,Yes,Pending,No,No,162.8,2.5,2.43,11.32,11.39,16.51,Plain,Commercial,44.8,8.6,1.1,2.5,No,Approved,7,1,3,65.5,Obtained,Low,Yes,In Progress,Joint,,Verified,No,Clear,No,Pending,96.1,No,,1,1,Completed,Approved,Pending,93.1,1356.25,2840.36,26.8,No,-11.4,No,No,No,No,Not Required,1.19,0.41,2.54,Low,Medium,Low,IV,Red,Good,32.2,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0567,Tamil Nadu,Salem,Railway,22.4,12,Partially Paid,38,2,Full,63.9,55.1,63.3,Complete,Partially Completed,6,Notification,0,0,15,26.289455,91.890252,synthetic_demo_district_center,Non-Green Zone,46.1,10.1,11.6,6.13,Yes,No,1502.0,Yes,Not Required,No,No,1294.7,1.9,4.74,2.65,8.15,15.16,Plateau,Agricultural,74.3,9.3,3.0,4.9,Yes,Not Required,4,1,1,88.0,Partial,Low,Yes,In Progress,Institutional,,Under Review,No,Clear,No,Updated,84.3,No,,5,5,Completed,Pending,Issued,85.6,1373.43,2132.34,5.2,Yes,-14.1,No,Yes,Yes,Yes,Completed,1.33,1.08,6.44,Low,Low,Medium,III,Sandy,Good,68.4,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0568,Madhya Pradesh,Indore,Airport,26.3,12,Mostly Paid,25,2,Mostly Obtained,16.9,84.1,76.8,Incomplete,Completed,4,Compensation,2,1,71,30.192865,77.929386,synthetic_demo_district_center,Non-Green Zone,18.8,3.6,19.9,5.18,No,No,1819.0,No,Not Required,No,No,896.3,9.6,5.06,1.93,2.23,8.94,Coastal,Commercial,41.1,5.2,6.1,1.9,No,Approved,12,1,2,94.0,Obtained,Low,Yes,Not Required,Institutional,,Verified,No,Under Verification,No,Not Available,72.3,No,,2,2,Completed,Approved,Pending,66.8,2730.08,3192.73,82.0,No,22.1,No,Yes,No,No,Not Required,2.42,0.39,4.37,Low,High,Low,II,Red,Moderate,23.9,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0569,Karnataka,Belagavi,Industrial,10.5,3,Partially Paid,34,0,Partial,49.9,72.4,79.2,Complete,Completed,2,Closure,1,0,18,10.130633,76.290133,synthetic_demo_district_center,Buffer Zone,31.6,16.9,26.3,12.83,No,No,829.0,No,Not Required,No,No,1677.4,0.5,3.08,7.83,5.2,10.8,Plateau,Agricultural,69.4,9.8,1.6,9.3,Yes,Pending,6,3,0,44.3,Obtained,Low,Yes,Planned,Private,Possible,Under Review,No,Clear,No,Not Available,69.9,No,Disposed,5,0,Completed,Partially Approved,Issued,94.7,217.86,423.84,23.5,No,-4.7,No,Yes,No,No,Not Required,2.29,1.33,1.32,Low,Medium,Low,II,Black,Good,45.7,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0570,Madhya Pradesh,Ujjain,Railway,149.7,76,Partially Paid,35,0,Mostly Obtained,50.8,88.1,39.4,Complete,Completed,5,Possession,0,0,14,10.105597,76.471124,synthetic_demo_district_center,Non-Green Zone,18.1,6.1,12.4,6.53,No,No,825.0,No,Not Required,Yes,Yes,330.7,9.4,1.61,3.71,6.13,7.78,Plain,Government,63.3,8.1,5.7,1.3,No,Not Required,10,6,1,71.2,Pending,Low,Yes,Planned,Private,,Verified,No,Clear,No,Pending,59.7,No,Pending,3,3,Completed,Approved,Issued,92.9,1797.49,3358.84,59.5,No,22.2,No,Yes,No,Yes,In Progress,1.54,2.84,4.24,Medium,Medium,High,II,Red,Good,38.0,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0571,Rajasthan,Udaipur,Industrial,76.5,29,Fully Paid,9,0,Partial,72.3,37.6,33.7,Complete,Pending,1,Notification,0,0,11,13.184253,77.526979,synthetic_demo_district_center,Green Zone,21.9,13.2,5.9,6.15,No,No,1050.0,Yes,Not Required,No,No,1721.8,1.0,1.01,5.38,23.53,12.6,Plateau,Government,73.1,6.0,3.9,1.9,Yes,Not Required,7,1,1,93.2,Partial,Medium,Yes,Completed,Joint,,Verified,No,Clear,No,Updated,73.8,Yes,,6,4,Not Required,Pending,Issued,65.6,1349.82,2127.15,36.0,Yes,31.2,No,Yes,Yes,No,Pending,0.29,8.78,1.08,Low,High,Medium,III,Red,Good,39.1,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0572,Tamil Nadu,Chennai,Highway,38.5,18,Fully Paid,23,0,Partial,34.3,37.0,75.7,Complete,Partially Completed,2,Compensation,0,0,17,30.937324,75.730043,synthetic_demo_district_center,Non-Green Zone,28.5,2.6,3.8,2.31,No,No,61.0,No,Not Required,No,No,1436.1,5.1,0.36,2.85,1.61,5.75,Coastal,Agricultural,39.3,4.9,7.4,1.1,Yes,Not Required,2,0,0,26.1,Disputed,Low,No,Not Required,Private,,Under Review,No,Clear,No,Updated,72.3,No,,6,1,Not Required,Partially Approved,Issued,78.8,1303.59,1483.37,96.7,No,9.8,No,Yes,No,No,Not Required,0.86,0.45,3.22,High,Medium,Low,II,Red,Poor,48.1,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0573,Maharashtra,Aurangabad,Metro,25.9,14,Fully Paid,61,0,Full,43.8,15.4,52.7,Incomplete,Completed,2,Compensation,2,0,0,21.533419,81.565704,synthetic_demo_district_center,Buffer Zone,18.1,11.1,21.6,3.24,No,No,24.0,No,Not Required,No,No,1116.1,2.4,4.59,2.94,5.88,2.03,Plain,Industrial,69.3,5.2,3.4,0.6,No,Not Required,4,4,1,71.4,Obtained,Low,Yes,Not Required,Private,,Under Review,No,Clear,Yes,Updated,55.7,No,,5,0,Completed,Approved,Pending,87.9,483.46,1007.9,3.7,No,32.1,No,No,No,No,Completed,0.86,7.45,5.88,Low,High,Low,II,Laterite,Good,34.9,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0574,Odisha,Ganjam,Industrial,20.9,9,Mostly Paid,58,1,Full,67.8,66.8,11.3,Complete,Partially Completed,1,Rehabilitation,1,0,11,30.96933,75.974517,synthetic_demo_district_center,Non-Green Zone,40.4,12.9,19.5,4.38,No,No,1430.0,No,Pending,No,No,1181.8,4.8,4.25,2.67,15.38,2.61,Plain,Agricultural,76.7,4.6,11.9,0.5,No,Approved,6,0,1,95.2,Disputed,Medium,No,Planned,Joint,,Verified,No,Under Verification,No,Updated,97.9,No,,2,0,Pending,Approved,Pending,93.5,1114.73,1120.19,90.6,No,-7.7,Yes,Yes,Yes,Yes,Completed,4.08,8.6,3.9,Medium,Low,High,III,Alluvial,Good,63.0,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0575,West Bengal,Darjeeling,Metro,12.0,9,Not Started,23,0,Full,83.2,33.0,90.7,Partially Complete,Completed,3,Closure,1,0,0,22.869903,88.363576,synthetic_demo_district_center,Green Zone,18.5,15.8,8.4,2.68,Yes,No,144.0,Yes,Not Required,No,No,1503.8,4.3,4.16,1.04,14.43,14.58,Plain,Residential,40.6,10.5,2.6,4.4,Yes,Pending,5,2,0,71.3,Obtained,Low,Yes,Completed,Private,,Under Review,No,Reported,No,Updated,67.8,No,,4,1,Completed,Pending,Pending,80.2,856.78,1748.09,14.5,No,35.0,No,Yes,Yes,No,Not Required,0.9,0.38,8.88,Low,Low,Low,II,Alluvial,Good,40.0,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0576,Karnataka,Belagavi,Railway,26.0,8,Not Started,36,0,Partial,66.3,82.5,72.2,Complete,Completed,4,Planning,1,0,12,16.616648,80.660554,synthetic_demo_district_center,Non-Green Zone,17.5,4.2,24.9,6.64,No,Yes,1482.0,No,Not Required,No,No,1111.0,2.7,4.92,2.13,9.13,8.9,Coastal,Residential,25.6,8.4,2.7,1.6,Yes,Approved,13,6,2,98.8,Obtained,Medium,Yes,In Progress,Joint,,Under Review,No,Clear,No,Updated,81.0,No,,1,1,Not Required,Approved,Pending,61.6,1215.36,1646.6,47.5,Yes,18.6,No,No,Yes,No,Not Required,0.83,2.59,4.68,High,Low,Medium,II,Black,Moderate,52.3,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0577,Uttar Pradesh,Agra,Airport,29.8,10,Partially Paid,24,1,Partial,71.2,29.8,46.1,Partially Complete,Partially Completed,3,Compensation,1,0,5,9.972079,76.222968,synthetic_demo_district_center,Buffer Zone,30.8,1.6,16.6,5.8,No,No,235.0,No,Approved,No,No,804.9,9.4,1.41,3.13,7.32,1.19,Plain,Agricultural,68.2,16.6,0.9,1.5,Yes,Not Required,2,0,1,38.4,Obtained,Medium,No,In Progress,Private,,Under Review,No,Clear,No,Not Available,55.6,No,,2,0,Not Required,Pending,Issued,52.5,106.16,158.58,43.1,No,18.5,No,No,No,No,In Progress,1.2,0.27,5.59,High,Low,High,IV,Red,Good,66.1,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0578,Madhya Pradesh,Gwalior,Irrigation,9.7,5,Mostly Paid,48,0,Partial,58.9,56.6,83.9,Partially Complete,Completed,3,Notification,0,0,5,20.33043,85.806648,synthetic_demo_district_center,Non-Green Zone,29.1,9.5,14.6,0.31,No,No,428.0,No,Approved,No,No,903.4,5.2,1.03,1.35,9.01,8.65,Coastal,Agricultural,64.3,3.6,0.8,5.0,No,Not Required,5,4,1,32.7,Pending,Low,Yes,Planned,Private,,Verified,No,Under Verification,No,Updated,69.1,No,,3,3,Pending,Partially Approved,Issued,57.5,968.93,1544.73,93.0,No,26.3,No,Yes,No,No,In Progress,0.72,1.63,3.35,Low,Low,Low,III,Laterite,Moderate,34.0,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0579,West Bengal,Howrah,Industrial,31.5,21,Mostly Paid,6,1,Partial,47.4,71.5,75.8,Complete,Pending,4,Closure,1,0,0,22.421107,88.192964,synthetic_demo_district_center,Non-Green Zone,46.3,6.9,24.7,11.99,No,No,1796.0,No,Not Required,No,No,1753.9,4.3,2.66,7.36,15.82,9.79,Plain,Wasteland,64.0,6.9,4.4,1.0,No,Not Required,4,0,0,37.9,Obtained,Medium,No,Not Required,Private,,Verified,No,Under Verification,No,Updated,63.6,No,,4,2,Completed,Partially Approved,Issued,90.5,1522.11,1853.22,24.3,No,13.8,No,No,No,No,Not Required,2.13,2.12,4.28,Low,Low,Low,III,Red,Moderate,32.6,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0580,Uttar Pradesh,Meerut,Industrial,21.8,10,Not Started,44,0,Partial,55.8,29.5,78.7,Incomplete,Partially Completed,3,Possession,2,0,23,17.347322,78.534219,synthetic_demo_district_center,Non-Green Zone,3.1,3.9,19.2,4.96,No,Yes,822.0,No,Not Required,No,No,518.9,1.8,0.13,7.22,10.49,10.17,Plain,Commercial,45.2,12.5,10.9,2.6,No,Not Required,5,4,1,92.8,Obtained,Low,Yes,Not Required,Private,,Issue Found,Yes,Clear,No,Updated,67.9,No,,2,0,Completed,Pending,Issued,92.2,612.96,695.63,82.3,No,-10.7,No,Yes,Yes,Yes,Not Required,2.61,3.41,2.2,High,Low,Low,III,Black,Poor,55.2,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0581,West Bengal,Howrah,Industrial,5.9,2,Fully Paid,79,0,Partial,37.9,36.9,91.5,Complete,Completed,2,Rehabilitation,1,1,196,19.102318,72.7333,synthetic_demo_district_center,Non-Green Zone,12.0,3.3,9.2,0.84,No,No,1009.0,No,Pending,Yes,Yes,759.3,0.8,0.58,2.63,12.17,2.68,Plateau,Residential,67.2,16.3,6.3,5.9,No,Not Required,5,1,1,64.8,Obtained,Low,Yes,Planned,Joint,Possible,Verified,No,Clear,No,Updated,91.7,No,,1,1,Pending,Partially Approved,Pending,93.1,1590.23,2557.99,26.7,No,12.9,No,Yes,No,No,In Progress,3.42,2.85,8.68,High,Low,Low,IV,Alluvial,Good,48.2,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0582,Odisha,Ganjam,Highway,12.9,8,Partially Paid,17,0,Mostly Obtained,61.8,71.0,58.0,Partially Complete,Completed,6,Compensation,3,1,85,23.010188,85.271369,synthetic_demo_district_center,Non-Green Zone,21.8,6.8,16.4,3.77,No,No,225.0,No,Pending,No,No,1038.6,0.7,2.05,16.22,9.79,14.73,Plain,Agricultural,63.9,5.5,7.1,1.0,No,Pending,5,5,0,26.5,Pending,Medium,Yes,In Progress,Private,,Verified,No,Clear,Yes,Updated,88.0,No,,1,1,Completed,Approved,Issued,66.6,421.51,820.38,67.8,No,16.5,No,Yes,No,No,Not Required,2.73,1.79,3.65,Low,Medium,Low,II,Red,Moderate,53.2,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0583,Uttar Pradesh,Mathura,Railway,18.0,9,Fully Paid,72,1,Mostly Obtained,42.9,73.5,29.0,Incomplete,Partially Completed,1,Rehabilitation,1,0,27,20.393481,85.685726,synthetic_demo_district_center,Green Zone,46.4,7.3,11.0,0.59,No,Yes,573.0,Yes,Not Required,No,No,617.0,4.3,2.98,6.75,5.75,1.2,Coastal,Industrial,77.9,21.5,4.5,11.0,No,Not Required,8,5,1,75.8,Obtained,Low,Yes,Not Required,Private,,Verified,No,Clear,No,Updated,81.1,No,,0,0,Not Required,Approved,Issued,64.9,1912.8,1984.73,78.1,No,-9.4,Yes,Yes,Yes,No,Pending,1.58,3.18,1.81,Low,High,Medium,III,Alluvial,Poor,21.4,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0584,Gujarat,Ahmedabad,Highway,101.1,43,Mostly Paid,37,1,Mostly Obtained,64.1,44.5,88.0,Partially Complete,Completed,6,Notification,1,1,94,17.403724,78.417238,synthetic_demo_district_center,Non-Green Zone,1.4,2.9,20.9,5.12,No,No,216.0,No,Approved,No,No,1331.5,3.8,2.13,15.89,10.62,1.83,Plain,Wasteland,72.8,17.4,2.1,3.8,Yes,Not Required,26,4,5,87.4,Obtained,Medium,Yes,In Progress,Private,,Verified,No,Clear,No,Updated,94.7,Yes,,0,0,Not Required,Pending,Issued,83.4,4156.28,6932.79,32.5,No,30.7,No,Yes,No,Yes,In Progress,0.79,4.62,2.93,Low,Medium,Low,IV,Red,Moderate,41.2,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0585,Bihar,Nalanda,Metro,37.2,9,Partially Paid,28,1,Full,49.4,33.9,84.0,Partially Complete,Completed,2,Closure,1,1,144,28.124799,77.145157,synthetic_demo_district_center,Non-Green Zone,39.1,1.9,20.5,1.12,No,No,432.0,No,Approved,No,No,1017.5,2.7,4.55,6.8,6.42,3.73,Plain,Government,81.0,9.0,3.0,1.8,No,Pending,4,3,0,50.2,Partial,Medium,Yes,Not Required,Government,,Verified,No,Clear,No,Updated,84.4,No,,3,3,Not Required,Partially Approved,Pending,58.1,634.88,1395.29,98.1,No,29.8,No,Yes,No,Yes,Completed,0.23,2.71,3.49,Low,Low,Low,III,Laterite,Good,39.7,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0586,Gujarat,Rajkot,Industrial,9.0,8,Fully Paid,23,0,Not Started,31.1,70.3,23.4,Complete,Completed,6,Compensation,1,0,26,30.454405,78.033482,synthetic_demo_district_center,Non-Green Zone,40.6,8.9,5.1,0.79,No,No,218.0,No,Not Required,Yes,Yes,1382.5,3.0,0.19,4.89,4.95,10.85,Plateau,Agricultural,74.1,16.5,2.7,1.3,No,Not Required,10,3,3,70.3,Disputed,Low,Yes,Not Required,Government,,Verified,No,Under Verification,Yes,Updated,80.3,No,,3,3,Pending,Approved,Issued,56.4,3252.9,3449.34,23.4,Yes,-0.7,No,Yes,Yes,No,Not Required,2.21,3.71,1.87,Low,Low,Medium,II,Laterite,Poor,86.6,High,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0587,Tamil Nadu,Madurai,Highway,35.3,16,Mostly Paid,74,1,Not Started,35.9,62.0,58.4,Complete,Completed,2,Rehabilitation,2,0,28,16.807613,80.413676,synthetic_demo_district_center,Non-Green Zone,21.5,7.4,21.2,0.8,No,Yes,326.0,No,Not Required,Yes,Yes,643.8,7.4,0.84,15.1,6.57,9.83,Plateau,Residential,36.7,10.2,1.3,4.0,No,Approved,5,0,0,32.8,Obtained,Low,No,Not Required,Private,,Verified,No,Clear,No,Not Available,92.2,No,,1,1,Completed,Approved,Pending,96.1,1686.51,2107.26,45.4,No,-14.4,No,Yes,Yes,Yes,Pending,2.71,0.68,8.34,Low,Medium,Medium,IV,Black,Good,49.2,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0588,Bihar,Bhagalpur,Airport,7.7,4,Mostly Paid,25,0,Full,16.2,60.8,42.5,Complete,Pending,5,Notification,4,0,28,23.395119,77.510021,synthetic_demo_district_center,Non-Green Zone,42.2,13.7,27.1,0.63,Yes,No,931.0,Yes,Not Required,No,No,957.7,3.0,2.86,2.31,16.09,17.28,Plain,Wasteland,35.4,30.2,2.5,3.7,Yes,Not Required,8,4,1,48.6,Obtained,Low,Yes,Not Required,Private,,Verified,No,Under Verification,No,Pending,77.5,No,,3,2,Pending,Approved,Issued,51.9,1071.99,2030.16,35.4,No,10.0,No,Yes,No,No,Not Required,0.43,2.98,1.97,Medium,Low,High,III,Sandy,Moderate,37.3,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0589,Gujarat,Ahmedabad,Airport,55.3,26,Mostly Paid,87,2,Mostly Obtained,26.9,58.4,49.5,Incomplete,Completed,4,Possession,1,0,19,20.282788,85.674308,synthetic_demo_district_center,Non-Green Zone,19.4,2.6,8.0,9.29,No,No,1098.0,No,Approved,No,No,300.2,1.7,0.49,11.3,7.75,12.04,Plain,Agricultural,36.0,3.4,2.4,3.4,No,Pending,4,1,1,26.0,Disputed,Low,Yes,Planned,Private,,Under Review,No,Clear,No,Updated,76.8,No,,5,1,Not Required,Partially Approved,Pending,55.2,911.27,1266.62,58.6,No,-10.6,No,No,No,Yes,Not Required,1.61,1.18,1.1,Medium,Low,Low,II,Laterite,Moderate,51.7,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0590,Bihar,Patna,Power,17.2,13,Not Started,81,3,Mostly Obtained,8.1,48.2,34.4,Incomplete,Pending,4,Compensation,0,1,144,9.932641,76.072316,synthetic_demo_district_center,Non-Green Zone,28.7,1.1,16.0,1.32,Yes,No,620.0,Yes,Approved,No,No,1769.7,0.4,2.57,0.74,17.55,8.57,Plain,Residential,64.8,3.7,1.7,3.0,No,Approved,8,5,1,98.3,Partial,Medium,Yes,Completed,Private,,Verified,No,Reported,Yes,Updated,87.3,No,,0,0,Pending,Partially Approved,Issued,67.2,1232.0,2681.98,0.2,No,-4.4,No,Yes,No,No,Not Required,3.94,3.48,1.91,Medium,Low,Low,II,Red,Good,32.3,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0591,Bihar,Bhagalpur,Industrial,22.9,12,Mostly Paid,20,1,Not Started,57.7,58.5,87.4,Complete,Partially Completed,6,Planning,0,0,12,9.975777,76.434434,synthetic_demo_district_center,Non-Green Zone,10.7,5.6,15.0,5.01,No,No,1139.0,No,Approved,No,No,75.7,3.2,0.39,3.56,6.29,13.35,Plain,Agricultural,26.5,8.7,4.0,1.2,Yes,Pending,4,3,2,73.1,Obtained,High,Yes,Planned,Private,,Verified,No,Clear,Yes,Updated,86.0,No,Disposed,4,1,Completed,Approved,Pending,53.5,419.61,778.73,26.1,No,0.2,No,Yes,No,No,In Progress,1.31,2.19,5.75,Medium,Medium,Low,II,Laterite,Moderate,37.4,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0592,Maharashtra,Aurangabad,Irrigation,66.3,39,Fully Paid,26,1,Partial,78.9,73.5,56.4,Complete,Completed,2,Compensation,0,0,0,30.19953,78.036192,synthetic_demo_district_center,Non-Green Zone,19.1,6.4,20.4,3.89,No,No,1283.0,No,Pending,No,No,303.6,3.0,1.2,5.81,4.77,20.41,Hilly,Agricultural,68.0,11.4,1.2,3.4,No,Not Required,5,2,0,51.2,Obtained,Low,Yes,Not Required,Private,Possible,Verified,No,Clear,No,Updated,81.3,No,,1,1,Pending,Partially Approved,Issued,95.7,1580.96,2321.4,99.0,No,28.0,No,Yes,Yes,Yes,Not Required,0.91,3.5,5.88,Low,Low,High,III,Alluvial,Good,32.0,Low,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0593,Madhya Pradesh,Bhopal,Highway,9.3,4,Not Started,4,0,Mostly Obtained,19.3,94.1,48.2,Complete,Completed,4,Possession,1,0,3,22.39903,88.362295,synthetic_demo_district_center,Buffer Zone,36.6,12.1,20.7,2.35,No,No,273.0,No,Approved,Yes,Yes,193.3,4.0,0.95,4.83,3.58,14.48,Plain,Residential,86.3,3.3,1.3,3.2,Yes,Pending,4,1,1,52.8,Partial,Low,Yes,Not Required,Private,,Verified,No,Under Verification,No,Updated,67.8,No,,0,0,Completed,Approved,Pending,64.0,867.68,1355.23,70.4,No,34.7,Yes,Yes,Yes,No,Not Required,3.3,0.82,2.28,High,Low,Low,II,Laterite,Poor,46.9,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0594,Madhya Pradesh,Gwalior,Irrigation,8.6,3,Partially Paid,29,0,Full,21.4,49.6,82.9,Complete,Pending,5,Notification,1,0,1,21.199488,81.744314,synthetic_demo_district_center,Green Zone,52.2,4.3,3.0,6.56,No,No,723.0,Yes,Pending,No,No,293.7,1.7,8.19,5.62,7.48,6.55,Plain,Government,65.5,3.0,1.8,1.6,No,Pending,10,4,4,56.9,Pending,Medium,Yes,Planned,Private,Possible,Verified,No,Clear,No,Pending,74.8,No,,4,1,Not Required,Pending,Pending,81.3,2468.17,2957.69,78.7,Yes,-12.1,No,No,Yes,No,Not Required,2.57,0.8,8.47,Low,Medium,Medium,II,Red,Moderate,54.3,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0595,Maharashtra,Thane,Highway,15.8,8,Fully Paid,32,0,Full,77.7,65.1,87.6,Complete,Pending,6,Notification,1,0,6,13.400839,80.183075,synthetic_demo_district_center,Non-Green Zone,27.5,4.0,24.0,8.63,No,No,160.0,No,Approved,No,No,1114.0,2.8,2.78,6.61,8.18,26.93,Plain,Agricultural,56.4,6.5,1.1,2.1,Yes,Pending,10,6,3,32.1,Obtained,Low,Yes,Planned,Private,,Issue Found,Yes,Clear,No,Updated,56.7,No,,2,2,Completed,Approved,Pending,92.6,1225.58,1385.99,65.7,No,-11.6,No,No,Yes,Yes,Not Required,0.28,4.93,3.8,Medium,Low,Low,III,Alluvial,Poor,42.5,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0596,West Bengal,Darjeeling,Irrigation,53.5,22,Partially Paid,66,1,Partial,91.0,53.7,59.9,Partially Complete,Completed,1,Compensation,0,0,14,21.144939,81.882187,synthetic_demo_district_center,Buffer Zone,11.4,17.2,9.0,0.24,No,No,463.0,No,Pending,No,No,695.7,6.3,2.63,5.61,8.32,5.94,Plateau,Commercial,76.9,10.8,4.0,0.3,Yes,Pending,6,5,3,99.4,Obtained,Low,Yes,Not Required,Private,Possible,Verified,No,Clear,No,Updated,69.3,No,,0,0,Completed,Approved,Issued,93.2,1661.77,2364.27,53.2,No,19.3,Yes,Yes,Yes,Yes,Not Required,3.64,4.38,5.06,Low,Medium,Low,III,Loamy,Good,59.0,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
LA-0597,Rajasthan,Ajmer,Railway,7.8,2,Mostly Paid,84,1,Mostly Obtained,60.2,82.1,48.6,Incomplete,Completed,3,Compensation,3,0,8,30.943177,77.444821,synthetic_demo_district_center,Green Zone,27.3,10.0,11.1,4.7,No,No,107.0,Yes,Pending,No,No,766.1,0.9,3.41,9.96,2.77,2.82,Plateau,Agricultural,63.0,6.1,5.7,0.4,No,Pending,10,7,6,43.8,Pending,Low,Yes,In Progress,Joint,,Under Review,No,Clear,Yes,Updated,59.4,No,Pending,0,0,Pending,Pending,Issued,56.8,1258.23,1474.3,59.4,No,16.6,No,Yes,Yes,No,Pending,1.61,2.41,0.26,Low,Medium,Low,II,Alluvial,Good,42.3,Medium,SYNTHETIC_SIH26017_ENHANCED,Synthetic prototype dataset; added features are simulated and must not be represented as official parcel records.
